0,8.941,190,12
0.1,8.933,189.1067,12
0.2,8.911,188.2156,12
0.3,8.874,187.3282,12
0.4,8.822,186.446,12
0.5,8.756,185.5704,12
0.6,8.676,184.7028,12
0.7,8.582,183.8446,12
0.8,8.474,182.9972,12
0.9,8.353,182.1619,12
1,8.219,181.34,12
1.1,8.073,180.5327,12
1.2,7.915,179.7412,12
1.3,7.746,178.9666,12
1.4,7.566,178.21,12
1.5,7.376,177.4724,12
1.6,7.177,176.7547,12
1.7,6.969,176.0578,12
1.8,6.753,175.3825,12
1.9,6.53,174.7295,12
2,6.301,174.0994,12
2.1,6.066,173.4928,12
2.2,5.827,172.9101,12
2.3,5.584,172.3517,12
2.4,5.338,171.8179,12
2.5,5.089,171.309,12
2.6,4.84,170.825,12
2.7,4.604,170.3646,12
2.8,4.549,169.9097,12
2.9,4.549,169.4548,12
3,4.549,168.9999,12
3.1,4.549,168.545,12
3.2,4.549,168.0901,12
3.3,4.549,167.6352,12
3.4,4.549,167.1803,12
3.5,4.549,166.7254,12
3.6,4.549,166.2705,12
3.7,4.549,165.8156,12
3.8,4.549,165.3607,12
3.9,4.549,164.9058,12
4,4.549,164.4509,12
4.1,4.549,163.996,12
4.2,4.549,163.5411,12
4.3,4.549,163.0862,12
4.4,4.549,162.6313,12
4.5,4.549,162.1764,12
4.6,4.549,161.7215,12
4.7,4.549,161.2666,12
4.8,4.549,160.8117,12
4.9,4.549,160.3568,12
5,4.549,159.9019,12
5.1,4.549,159.447,12
5.2,4.549,158.9921,12
5.3,4.549,158.5372,12
5.4,4.549,158.0823,12
5.5,4.549,157.6274,12
5.6,4.549,157.1725,12
5.7,4.549,156.7176,12
5.8,4.549,156.2627,12
5.9,4.549,155.8078,12
6,4.549,155.3529,12
6.1,4.549,154.898,12
6.2,4.549,154.4431,12
6.3,4.549,153.9882,12
6.4,4.549,153.5333,12
6.5,4.549,153.0784,12
6.6,4.549,152.6235,12
6.7,4.549,152.1686,12
6.8,4.549,151.7137,12
6.9,4.549,151.2588,12
7,4.549,150.8039,12
7.1,4.549,150.349,12
7.2,4.549,149.8941,12
7.3,4.549,149.4392,12
7.4,4.549,148.9843,12
7.5,4.549,148.5294,12
7.6,4.549,148.0745,12
7.7,4.549,147.6196,12
7.8,4.549,147.1647,12
7.9,4.549,146.7098,12
8,4.549,146.2549,12
8.1,4.549,145.8,12
8.2,4.549,145.3451,12
8.3,4.549,144.8902,12
8.4,4.549,144.4353,12
8.5,4.549,143.9804,12
8.6,4.549,143.5255,12
8.7,4.549,143.0706,12
8.8,4.549,142.6157,12
8.9,4.549,142.1608,12
9,4.549,141.7059,12
9.1,4.549,141.251,12
9.2,4.549,140.7961,12
9.3,4.549,140.3412,12
9.4,4.549,139.8863,12
9.5,4.549,139.4314,12
9.6,4.549,138.9765,12
9.7,4.549,138.5216,12
9.8,4.549,138.0667,12
9.9,4.549,137.6118,12
10,4.549,137.1569,12
10.1,4.549,136.702,12
10.2,4.549,136.2471,12
10.3,4.549,135.7922,12
10.4,4.549,135.3373,12
10.5,4.549,134.8824,12
10.6,4.549,134.4275,12
10.7,4.549,133.9726,12
10.8,4.549,133.5177,12
10.9,4.549,133.0628,12
11,4.549,132.6079,12
11.1,4.549,132.153,12
11.2,4.549,131.6981,12
11.3,4.549,131.2432,12
11.4,4.549,130.7883,12
11.5,4.549,130.3334,12
11.6,4.549,129.8785,12
11.7,4.549,129.4236,12
11.8,4.549,128.9687,12
11.9,4.549,128.5138,12
12,4.549,128.0589,12
12.1,4.549,127.604,12
12.2,4.549,127.1491,12
12.3,4.549,126.6942,12
12.4,4.549,126.2393,12
12.5,4.549,125.7844,12
12.6,4.549,125.3295,12
12.7,4.549,124.8746,12
12.8,4.549,124.4197,12
12.9,4.549,123.9648,12
13,4.549,123.5099,12
13.1,4.549,123.055,12
13.2,4.549,122.6001,12
13.3,4.549,122.1452,12
13.4,4.549,121.6903,12
13.5,4.549,121.2354,12
13.6,4.549,120.7805,12
13.7,4.549,120.3256,12
13.8,4.549,119.8707,12
13.9,4.549,119.4158,12
14,4.549,118.9609,12
14.1,4.549,118.506,12
14.2,4.549,118.0511,12
14.3,4.549,117.5962,12
14.4,4.549,117.1413,12
14.5,4.549,116.6864,12
14.6,4.549,116.2315,12
14.7,4.549,115.7766,12
14.8,4.549,115.3217,12
14.9,4.549,114.8668,12
15,4.549,114.4119,12
15.1,4.549,113.957,12
15.2,4.549,113.5021,12
15.3,4.549,113.0472,12
15.4,4.549,112.5923,12
15.5,4.549,112.1374,12
15.6,4.549,111.6825,12
15.7,4.549,111.2276,12
15.8,4.549,110.7727,12
15.9,4.549,110.3178,12
16,4.549,109.8629,12
16.1,4.549,109.408,12
16.2,4.549,108.9531,12
16.3,4.549,108.4982,12
16.4,4.549,108.0433,12
16.5,4.549,107.5884,12
16.6,4.549,107.1335,12
16.7,4.549,106.6786,12
16.8,4.549,106.2237,12
16.9,4.549,105.7688,12
17,4.549,105.3139,12
17.1,4.549,104.859,12
17.2,4.549,104.4041,12
17.3,4.549,103.9492,12
17.4,4.549,103.4943,12
17.5,4.549,103.0394,12
17.6,4.549,102.5845,12
17.7,4.549,102.1296,12
17.8,4.549,101.6747,12
17.9,4.549,101.2198,12
18,4.549,100.7649,12
18.1,4.549,100.31,12
18.2,4.549,99.8551,12
18.3,4.549,99.4002,12
18.4,4.549,98.9453,12
18.5,4.549,98.4904,12
18.6,4.549,98.0355,12
18.7,4.549,97.5806,12
18.8,4.549,97.1257,12
18.9,4.549,96.6708,12
19,4.549,96.2159,12
19.1,4.549,95.761,12
19.2,4.549,95.3061,12
19.3,4.549,94.8512,12
19.4,4.549,94.3963,12
19.5,4.549,93.9414,12
19.6,4.549,93.4865,12
19.7,4.549,93.0316,12
19.8,4.549,92.5767,12
19.9,4.549,92.1218,12
20,4.549,91.6669,12
20.1,4.549,91.212,12
20.2,4.549,90.7571,12
20.3,4.549,90.3022,12
20.4,4.549,89.8473,12
20.5,4.549,89.3924,12
20.6,4.549,88.9375,12
20.7,4.549,88.4826,12
20.8,4.549,88.0277,12
20.9,4.549,87.5728,12
21,4.549,87.1179,12
21.1,4.549,86.663,12
21.2,4.549,86.2081,12
21.3,4.549,85.7532,12
21.4,4.549,85.2983,12
21.5,4.549,84.8434,12
21.6,4.549,84.3885,12
21.7,4.549,83.9336,12
21.8,4.549,83.4787,12
21.9,4.549,83.0238,12
22,4.549,82.5689,12
22.1,4.549,82.114,12
22.2,4.549,81.6591,12
22.3,4.549,81.2042,12
22.4,4.549,80.7493,12
